1	17	7.0019e-06	0.92288	-0.38508
1	32	2.6674e-05	0.03444	-0.99941
1	40	3.6689e-05	0.25878	0.96594
1	244	1.7938e-05	-0.94071	-0.33922
2	23	5.8696e-05	0.65108	-0.75901
2	26	1.9759e-05	0.21041	0.97761
2	40	4.9318e-05	-0.8592	0.51165
3	15	6.2894e-06	0.44656	-0.89475
3	29	5.1642e-06	0.99945	0.033102
3	34	2.4446e-05	-0.62732	-0.77876
4	22	3.1314e-06	0.78222	-0.623
4	30	3.4508e-06	0.89229	0.45146
4	35	5.5425e-06	-0.99748	0.070899
5	22	1.048e-06	-0.98257	-0.18589
5	24	2.5167e-05	0.58828	0.80866
5	30	2.6515e-05	-0.5784	0.81575
5	131	4.1816e-05	0.037327	-0.9993
6	8	1.557e-05	0.77219	-0.63539
6	36	2.0811e-06	-0.25583	-0.96672
6	37	4.9264e-05	0.89933	0.43727
6	223	5.6621e-05	-0.98541	-0.1702
7	10	1.8309e-05	-0.99871	-0.050737
7	11	3.5636e-05	0.93139	-0.36403
7	24	2.5509e-05	0.023202	-0.99973
7	33	4.2341e-05	-0.36601	0.93061
8	12	2.942e-05	0.9139	-0.40594
8	18	4.2493e-07	0.10538	-0.99443
8	36	1.986e-05	-0.89934	-0.43725
8	37	1.154e-05	0.25578	0.96673
9	10	2.0577e-05	0.61586	-0.78786
9	12	2.1586e-05	-0.40164	-0.9158
9	21	3.0882e-05	0.14225	0.98983
9	37	9.9892e-06	-0.84048	0.54185
10	30	1.8036e-05	-0.3112	-0.95035
11	14	2.5456e-05	0.90892	0.41698
11	31	2.564e-05	0.3921	-0.91992
12	18	1.6533e-06	-0.80849	-0.58851
12	30	3.6431e-05	0.53673	-0.84375
13	15	1.8954e-05	0.21171	0.97733
13	20	2.3757e-05	-0.51664	-0.8562
13	28	8.4582e-06	0.97667	0.21475
14	25	7.1848e-05	0.67442	-0.73835
14	39	6.7864e-05	-0.75639	0.65412
15	28	6.804e-06	0.80024	-0.59968
15	29	2.2338e-05	0.62733	0.77875
15	34	1.2644e-05	-0.99945	-0.033108
16	25	6.1199e-05	-0.80997	0.58647
17	23	9.5506e-06	0.99987	0.016237
17	32	4.2026e-06	-0.73463	-0.67847
18	35	1.9017e-06	-0.67932	-0.73384
19	28	4.4631e-05	-0.6273	-0.77878
19	29	3.421e-05	-0.80022	0.5997
19	38	5.7175e-05	0.96848	0.24909
20	21	3.6843e-05	-0.77615	-0.63054
20	23	1.8623e-05	-0.89664	0.44276
20	27	3.3451e-05	0.9871	-0.16008
21	23	6.7786e-05	-0.24988	0.96828
21	33	7.3632e-05	0.86101	-0.50858
21	37	7.3674e-05	-0.95911	-0.28302
22	30	2.5388e-05	0.24044	0.97066
22	68	2.7196e-05	-0.17226	-0.98505
23	34	3.2696e-05	0.43213	0.90181
24	30	7.788e-06	-0.99998	0.0060794
24	31	2.3371e-05	0.98147	-0.19162
24	126	7.6023e-07	0.32483	-0.94577
25	31	5.0977e-05	-0.89123	-0.45355
26	34	1.7095e-05	0.8098	-0.58671
26	40	1.4045e-05	-0.91677	-0.39942
27	28	3.9684e-05	0.36013	0.9329
