1	-11.624	-18.593	1.2995
2	-13.367	-19.302	1.2995
3	-16.147	-20.973	1.2995
4	-13.511	-12.112	1.2995
5	-15.804	-11.544	1.2995
6	-11.874	-15.485	1.2995
7	-16.685	-14.364	1.2995
8	-12.878	-14.659	1.2995
9	-14.587	-15.322	1.2995
10	-15.387	-14.298	1.2995
11	-17.896	-13.891	1.2995
12	-14.065	-14.132	1.2995
13	-16.452	-18.54	1.2995
14	-19.077	-14.433	1.2995
15	-16.727	-19.81	1.2995
16	-21.391	-12.367	1.2995
17	-12.823	-18.093	1.2995
18	-13.015	-13.367	1.2995
19	-18.953	-20.09	1.2995
20	-15.781	-17.428	1.2995
21	-14.772	-16.608	1.2995
22	-14.527	-11.303	1.2995
23	-14.382	-18.118	1.8194
24	-16.721	-12.805	1.8194
25	-20.128	-13.282	1.8194
26	-13.695	-20.826	1.8194
27	-17.32	-17.178	1.8194
28	-17.975	-18.875	1.8194
29	-17.705	-21.025	1.8194
30	-14.902	-12.816	1.8194
31	-18.507	-12.457	1.8194
32	-11.678	-17.035	1.8194
33	-16.115	-15.815	1.8194
34	-15.168	-19.759	1.8194
35	-11.955	-12.223	1.8194
36	-11.475	-13.978	1.8194
37	-13.276	-16.167	1.8194
38	-20.463	-20.478	1.8194
39	-17.897	-15.453	1.8194
40	-12.027	-20.099	1.8194
41	-21.59	-17.641	1.8194
42	-17.365	-6.809	1.2995
43	-12.281	-4.4996	1.2995
44	-11.624	3.7144	1.2995
45	-13.367	3.0059	1.2995
46	-11.318	-2.1566	1.2995
47	-16.147	1.3345	1.2995
48	-13.511	10.195	1.2995
49	-20.63	-1.8221	1.2995
50	-16.529	-3.2864	1.2995
51	-15.804	10.763	1.2995
52	-11.874	6.8224	1.2995
53	-12.751	-7.9982	1.2995
54	-17.475	-1.6909	1.2995
55	-14.143	-8.1492	1.2995
56	-16.685	7.9434	1.2995
57	-16.331	-7.5967	1.2995
58	-18.88	-3.6537	1.2995
59	-17.374	-5.5096	1.2995
60	-16.166	-6.3077	1.2995
61	-12.878	7.6481	1.2995
62	-14.587	6.9856	1.2995
63	-15.387	8.0094	1.2995
64	-19.216	0.89436	1.2995
65	-17.896	8.4165	1.2995
66	-14.065	8.1756	1.2995
67	-20.438	-4.9256	1.2995
68	-14.303	-10.023	1.2995
69	-16.452	3.7673	1.2995
70	-11.54	-7.529	1.2995
71	-19.077	7.8746	1.2995
72	-13.329	-9.1621	1.2995
73	-14.936	-5.8882	1.2995
74	-16.727	2.4972	1.2995
75	-15.395	-8.4981	1.2995
76	-21.391	9.9404	1.2995
77	-21.61	-4.3652	1.2995
78	-18.664	-6.8028	1.2995
79	-22.259	-0.39488	1.2995
80	-17.471	-4.2137	1.2995
81	-16.857	-8.7851	1.2995
82	-12.823	4.2148	1.2995
83	-21.452	0.62363	1.2995
84	-11.531	-3.4385	1.2995
85	-13.015	8.9404	1.2995
86	-17.785	-2.9529	1.2995
87	-18.953	2.218	1.2995
88	-15.781	4.8799	1.2995
89	-12.554	-1.6768	1.2995
90	-21.509	-5.6607	1.2995
91	-17.891	-7.9973	1.2995
92	-14.772	5.6993	1.2995
93	-14.527	11.005	1.2995
94	-12.395	0.62043	1.2995
95	-18.905	-5.213	1.8194
96	-13.809	-4.8103	1.8194
97	-12.878	-10.655	1.8194
98	-15.924	-1.8494	1.8194
99	-18.395	-0.43135	1.8194
100	-13.064	-3.1507	1.8194
101	-14.382	4.1895	1.8194
102	-14.873	-3.3347	1.8194
103	-16.721	9.5024	1.8194
