3	4	0.081786	0.79604	0.60524
3	31	0.081786	-0.79604	-0.60524
4	3	1.6807	-0.0046736	-0.99999
4	7	1.9217	0.035691	0.99936
4	21	0.24741	-0.24548	-0.9694
5	28	0.40477	0.52762	-0.84948
5	12	1.4279	0.3567	-0.93422
5	22	1.8269	-0.39569	0.91838
6	25	1.8046	-0.58299	-0.81248
6	9	2.3016	0.55171	0.83404
6	26	0.503	-0.43288	-0.90145
7	4	1.5421	0.54046	-0.84137
7	33	1.5421	-0.54046	0.84137
9	26	0.021403	0.087542	-0.99616
9	6	19.997	0.01227	-0.99992
9	10	19.954	-0.011151	0.99994
9	27	0.069427	-0.35622	0.9344
10	27	0	NaN	NaN
10	9	0	NaN	NaN
11	34	5.3068	-0.96279	-0.27024
11	14	12.767	0.24254	-0.97014
11	19	13.965	0.14414	0.98956
12	39	16.614	-0.78302	-0.622
12	8	22.708	0.51125	-0.85943
12	5	24.385	0.73507	0.67799
12	28	21.224	-0.77864	0.62747
13	29	0	NaN	NaN
13	30	0	NaN	NaN
14	11	0	NaN	NaN
14	34	0	NaN	NaN
18	36	11.426	-0.70164	-0.71253
18	1	10.405	0.90739	0.42028
18	20	4.0286	-0.35362	0.93539
19	38	0.67461	-0.31302	0.94975
19	11	14.007	0.54775	-0.83664
19	35	13.357	-0.55862	0.82943
20	40	22.003	-0.91222	0.40969
20	18	22.003	0.91222	-0.40969
21	31	2.1148	0.0070929	-0.99997
21	4	0.097297	-0.088192	0.9961
21	33	2.0179	-0.0031814	0.99999
22	28	24.316	-0.29472	-0.95558
22	5	28.597	0.90785	-0.41929
22	25	30.58	0.14946	0.98877
22	41	23.893	-0.97795	0.20883
24	23	11.146	-0.10663	-0.9943
24	2	15.103	0.98205	-0.18863
24	31	10.411	-0.058031	0.99831
24	47	13.51	-0.96512	0.26182
25	41	8.5547	-0.47078	-0.88225
25	22	6.9491	-0.67808	-0.73498
25	6	10.779	0.89642	0.4432
25	26	7.9313	-0.11644	0.9932
26	25	16.575	-0.090574	-0.99589
26	6	5.0145	0.79478	-0.60689
26	9	13.245	0.84922	0.52804
26	27	4.5514	-0.25995	0.96562
26	42	14.969	-0.83832	0.54518
27	42	6.424	-0.88389	-0.4677
27	26	11.913	-0.089442	-0.99599
27	9	11.702	0.86879	-0.49518
27	10	4.592	0.85497	0.51868
27	37	19.705	-0.37296	0.92785
28	39	11.442	-0.19879	-0.98004
28	12	12.321	0.85212	-0.52335
28	5	1.9809	0.93961	-0.34224
28	22	14.168	0.14608	0.98927
28	49	12.902	-0.94217	0.33514
29	50	28.892	-0.59088	-0.80676
29	15	24.697	0.38647	-0.9223
29	13	31.554	0.57065	0.82119
29	43	22.734	-0.46095	0.88743
30	43	0.90688	-0.72679	-0.68686
30	13	1.7679	0.94284	-0.33324
30	44	1.5763	-0.63934	0.76893
31	47	1.2681	-0.88397	-0.46754
31	24	1.7743	-0.0052237	-0.99999
31	3	0.87881	0.89409	0.44788
31	21	2.0034	0.17196	0.9851
32	48	0.13738	0.38882	-0.92131
32	37	13.38	-0.21479	-0.97666
32	16	1.9008	0.97763	0.21031
32	34	12.831	0.07499	0.99718
33	21	1.2086	0.33562	-0.942
33	7	1.1346	0.78083	-0.62475
33	39	1.4494	0.14063	0.99006
33	53	1.5512	-0.96402	0.26582
34	56	13.548	-0.96091	-0.27686
34	32	27.051	0.099101	-0.99508
34	14	1.6915	0.21909	-0.9757
34	11	13.335	0.92342	0.38378
34	38	27.303	-0.085964	0.9963
35	51	1.9997	-0.96248	-0.27136
35	38	9.1475	-0.31187	-0.95012
35	19	11.443	0.99986	-0.017011
35	50	11.546	-0.57718	0.81662
36	44	16.811	-0.46644	-0.88455
36	18	23.014	0.98886	0.14888
36	40	10.354	-0.63382	0.77348
36	58	9.032	-0.92483	0.38039
37	60	13.907	-0.84792	-0.53013
37	27	12.991	0.69938	-0.71475
37	32	10.935	0.52392	0.85177
37	48	7.942	-0.38065	0.92472
38	54	13.552	-0.85671	-0.5158
38	34	14.901	0.20561	-0.97863
38	19	9.4446	0.43946	0.89826
38	35	12.643	0.67601	0.73689
38	51	5.6089	-0.74007	0.67253
39	53	14.545	-0.92609	-0.3773
39	33	7.4552	0.07183	-0.99742
39	12	19.01	0.97783	0.20938
39	28	13.461	0.24886	0.96854
39	59	9.8911	-0.91031	-0.41393
40	58	14.873	-0.64725	-0.76228
40	36	18.659	0.6155	-0.78814
40	20	15.545	0.99265	0.12099
40	57	29.71	-0.5819	0.81326
41	49	12.195	-0.33438	-0.94244
41	22	12.135	0.89051	-0.45497
41	25	21.001	0.87456	0.48493
41	52	6.3674	-0.67846	0.73464
41	63	20.886	-0.99467	0.10307
42	65	12.238	-0.9931	-0.11727
42	52	7.4501	-0.0001467	-1
42	26	14.737	0.37012	-0.92898
42	27	17.887	0.69645	0.71761
42	60	11.314	-0.5089	0.86083
43	61	12.458	-0.80477	-0.59359
43	29	11.07	0.72381	-0.69
43	30	11.777	0.83878	0.54447
43	44	3.6634	0.24031	0.9707
43	62	10.106	-0.86535	0.50117
44	62	22.334	-0.99963	0.027311
44	43	9.9878	0.0014359	-1
44	30	23.414	0.88893	-0.45804
44	36	20.158	0.074322	0.99723
45	64	0	NaN	NaN
45	66	0	NaN	NaN
47	70	20.508	-0.81734	-0.57615
47	24	9.676	0.89695	-0.44213
47	31	14.402	0.72095	0.69299
47	55	6.5315	-0.35217	0.93594
48	69	15.581	-0.99817	0.060406
48	37	18.735	0.38138	-0.92442
48	32	18.318	0.6841	0.72939
48	56	5.1101	-0.80711	0.5904
49	59	16.18	-0.26804	-0.96341
49	28	15.558	0.7345	-0.67861
49	41	31.766	0.2457	0.96935
49	75	15.603	-0.95465	-0.29772
50	68	14.23	-0.9361	-0.35175
50	51	23.123	0.18629	-0.9825
50	35	3.6342	0.61002	0.79239
50	29	17.967	0.90768	0.41966
50	61	19.746	-0.48173	0.87632
51	54	15.211	0.11518	-0.99334
51	38	6.5798	0.75153	-0.6597
51	35	1.1274	0.94377	-0.3306
51	50	14.613	0.065431	0.99786
51	68	10.171	-0.85702	0.51529
52	63	31.554	-0.59689	-0.80233
52	41	19.792	0.4871	-0.87335
52	42	39.377	0.32471	0.94581
52	65	6.4519	-0.55684	0.83062
53	66	15.016	-0.67854	-0.73456
53	33	11.473	0.84281	-0.53822
53	39	15.18	0.83301	0.55326
53	59	4.4402	-0.27202	0.96229
53	72	11.821	-0.92354	0.38351
54	56	13.038	-0.10317	-0.99466
54	38	3.5435	0.98071	0.19546
54	51	11.437	-0.13286	0.99114
54	74	1.1206	-0.54478	0.83858
55	47	24.806	0.42666	-0.90441
55	64	24.806	-0.42666	0.90441
56	73	15.779	-0.92515	-0.3796
56	48	10.784	0.18157	-0.98338
56	34	14.025	0.94956	0.31359
56	54	12.215	-0.055471	0.99846
57	71	22.409	-0.99827	0.058748
57	40	22.409	0.99827	-0.058748
58	67	5.0027	-0.49141	-0.87093
58	36	10.939	0.9313	-0.36426
58	40	3.8339	0.99997	0.0071134
58	71	14.242	-0.8119	0.5838
59	72	16.155	-0.92652	-0.37625
59	53	19.643	0.42508	-0.90515
59	39	7.9148	0.99907	-0.043156
59	49	17.902	0.091866	0.99577
59	76	7.0169	-0.41811	0.90839
60	42	33.69	0.52946	-0.84834
60	37	1.8986	0.83468	0.55073
60	69	33.695	-0.5764	0.81717
61	81	17.185	-0.74954	-0.66196
61	50	8.6591	0.86164	-0.50752
61	43	22.674	0.99935	0.036028
61	62	12.124	-0.70424	0.70996
61	83	10.77	-0.80796	0.58923
62	83	15.017	-0.65219	-0.75805
62	61	10.076	-0.68462	-0.7289
62	43	9.3123	0.85099	-0.52518
62	44	22.241	0.98769	0.15641
62	67	24.08	-0.54816	0.83637
63	90	15.289	-0.96938	-0.24556
63	75	27.303	-0.39318	-0.91946
63	41	5.4057	0.99751	-0.070569
63	52	35.518	0.5677	0.82323
64	84	20.328	-0.63633	-0.77141
64	55	7.8007	-0.031931	-0.99949
64	45	14.145	0.82182	0.56975
64	66	15.498	0.10066	0.99492
65	89	0.64053	-0.93652	0.35061
65	52	10.895	0.59982	-0.80014
65	42	0.68122	0.7983	-0.60226
65	80	11.011	-0.5884	0.80857
66	88	14.05	-0.90192	-0.4319
66	64	15.927	0.10308	-0.99467
66	45	5.8483	0.73415	-0.67899
66	53	13.41	0.6944	0.71959
66	72	16.435	-0.15668	0.98765
67	86	11.191	-0.93623	-0.35138
67	62	12.235	0.17061	-0.98534
67	58	18.078	0.69343	0.72052
67	82	5.0951	-0.8136	0.58143
68	94	21.796	-0.97901	0.20382
68	74	15.278	0.59026	-0.80722
68	51	16.974	0.65871	-0.7524
68	50	11.207	0.78456	0.62005
68	81	15.704	-0.48734	0.87321
69	93	21.653	-0.9326	0.36091
69	80	29.473	-0.29847	-0.95442
69	60	28.813	0.57807	-0.81599
69	48	23.503	0.60768	0.79418
69	73	25.236	-0.077199	0.99702
70	85	20.045	-0.75909	-0.65099
70	46	7.3776	0.83084	-0.55651
70	47	15.278	0.76043	0.64942
70	77	7.6632	-0.3303	0.94387
71	82	13.505	-0.67365	-0.73905
71	58	10.95	0.87232	-0.48893
71	57	18.364	0.75522	0.65547
71	98	14.698	-0.97451	0.22436
72	87	26.689	-0.91051	-0.41348
72	66	17.933	0.36629	-0.9305
72	53	10.55	0.93865	-0.34487
72	59	10.618	0.15992	0.98713
72	76	21.762	0.28174	0.95949
73	95	27.427	-0.94685	-0.32167
73	69	24.622	-0.13385	-0.991
73	56	35.294	0.86549	0.50093
73	78	15.595	-0.082182	0.99662
74	91	7.4859	-0.95607	-0.29315
74	78	17.021	-0.032334	-0.99948
74	54	0.77115	0.96079	0.27726
74	68	20.23	0.34436	0.93884
75	96	3.5217	-0.85884	-0.51225
75	76	18.838	-0.15765	-0.98749
75	49	12.772	0.99284	-0.11946
75	63	16.625	0.72574	0.68797
75	90	21.488	-0.87264	0.48837
76	92	8.0857	-0.99954	-0.030379
76	72	9.9913	0.34945	-0.93696
76	59	17.433	0.94984	-0.31274
76	75	7.9221	-0.1195	0.99283
76	96	13.162	-0.83741	0.54657
77	97	24.737	-0.92701	-0.37504
77	70	37.331	0.59407	-0.80441
77	84	39.314	0.019184	0.99982
78	73	16.704	0.015404	-0.99988
78	74	16.704	-0.015404	0.99988
80	100	18.622	-0.99992	0.012912
80	89	9.1031	-0.66746	-0.74465
80	65	27.055	0.57513	-0.81806
80	69	30.091	0.30361	0.9528
81	94	16.271	-0.30426	-0.95259
81	68	15.52	0.62645	-0.77946
81	61	9.5582	0.80509	0.59315
81	83	13.341	-0.40054	0.91628
81	103	12.037	-0.59177	0.80611
82	104	8.7782	-0.92743	-0.37399
82	86	15.646	-0.080942	-0.99672
82	67	5.9458	0.86241	-0.50622
82	71	14.896	0.68243	0.73095
82	98	12.475	-0.4718	0.88171
83	103	16.22	0.035998	-0.99935
83	81	12.831	-0.34787	-0.93754
83	61	16.826	0.98574	-0.1683
83	62	18.074	0.94851	-0.31674
83	86	23.675	-0.32699	0.94503
83	105	26.396	-0.83753	0.54639
84	108	3.4831	-0.95518	0.29602
84	77	30.072	0.23441	-0.97214
84	64	16.681	0.64323	0.76567
84	88	11.023	-0.46019	0.88782
84	106	10.946	-0.85684	0.51559
85	70	1.4351	0.9627	0.27056
85	107	1.4351	-0.9627	-0.27056
86	105	10.008	-0.78345	-0.62146
86	83	18.909	0.089803	-0.99596
86	67	14.723	0.93358	0.35836
86	82	12.476	0.092201	0.99574
86	104	11.431	-0.76567	0.64323
87	109	12.177	-0.66569	-0.74623
87	72	9.6597	0.991	0.13386
87	92	7.9304	-0.18497	0.98274
88	106	11.998	-0.86354	-0.50428
88	84	6.7604	0.47379	-0.88064
88	66	14.265	0.89746	0.44109
88	109	8.03	-0.70287	0.71131
89	114	13.544	-0.99838	0.056975
89	99	11.944	-0.36352	-0.93158
89	65	15.401	0.99979	-0.02037
89	80	13.347	0.75148	0.65976
89	100	7.7903	-0.97099	0.23912
90	113	12.237	-0.87428	-0.48543
90	96	14.823	-0.19349	-0.9811
90	75	0.30808	0.84718	0.53131
90	63	16.43	0.99263	0.1212
90	99	18.573	-0.16169	0.98684
91	102	19.723	-0.41574	-0.90948
91	74	7.3032	0.9959	0.090417
91	94	17.03	0.043458	0.99906
91	110	0.32311	0.57706	0.8167
92	111	16.19	-0.513	-0.85839
92	87	11.962	-0.079544	-0.99683
92	76	8.4329	0.98383	0.17911
92	96	24.33	0.03948	0.99922
93	100	13.985	-0.37265	-0.92797
93	69	20.289	0.8928	-0.45046
93	95	25.606	-0.50388	0.86377
94	110	10.916	-0.71091	-0.70329
94	91	12.844	-0.03516	-0.99938
94	68	14.605	0.99881	-0.048705
94	81	3.3338	0.4876	0.87306
94	103	19.986	-0.40033	0.91637
95	115	24.254	-0.88786	-0.46012
95	93	14.752	0.038684	-0.99925
95	73	31.181	0.99339	0.11479
95	102	24.463	-0.40924	0.91243
96	118	21.311	-0.95754	-0.28829
96	92	13.72	-0.634	-0.77333
96	76	27.542	0.96169	-0.27413
96	75	25.274	0.99972	-0.023656
96	90	15.552	0.072789	0.99735
96	113	25.568	-0.9301	0.3673
97	112	20.485	-0.84978	-0.52714
97	77	24.814	0.99075	0.13567
97	108	10.332	-0.69461	0.71938
98	117	11.414	-0.95769	0.28781
98	82	13.397	0.66012	-0.75116
98	71	15.503	0.9992	-0.040017
98	101	6.0928	-0.36993	0.92906
98	116	11.284	-0.98807	0.15404
99	119	13.207	-0.67136	-0.74113
99	90	15.876	-0.0041352	-0.99999
99	79	2.1036	0.93186	-0.36281
99	89	24.258	0.38438	0.92317
99	114	4.6685	-0.50392	0.86375
100	114	14.402	-0.74357	-0.66865
100	89	6.4458	0.83406	-0.55168
100	80	1.1814	0.95942	-0.28198
100	93	14.156	0.29664	0.95499
101	116	0	NaN	NaN
101	98	0	NaN	NaN
102	120	13.744	-0.47998	-0.87728
102	95	25.261	0.39434	-0.91897
102	91	20.468	0.4161	0.90932
102	122	20.462	-0.58065	0.81415
103	126	30.023	-0.99635	0.085394
103	94	15.082	0.47998	-0.87728
103	81	22.53	0.89407	-0.44793
103	83	20.913	0.12103	0.99265
104	125	15.556	-0.77931	-0.62664
104	86	13.551	0.26377	-0.96459
104	82	22.047	0.852	0.52355
104	117	15.229	-0.67212	0.74044
105	124	26.017	-0.90149	-0.4328
105	83	30.583	0.82108	-0.57082
105	86	23.262	0.69832	0.71579
105	125	21.588	-0.82921	0.55894
106	127	19.356	-0.76203	-0.64754
106	108	19.371	-0.18796	-0.98218
106	84	6.1548	0.85568	-0.5175
106	88	12.806	0.71955	0.69444
106	109	26.145	0.14954	0.98876
107	85	13.177	0.72216	-0.69172
107	112	13.177	-0.72216	0.69172
108	128	18.232	-0.93639	-0.35097
108	97	6.5948	0.79516	-0.60639
108	84	13.188	0.97196	0.23513
108	106	7.364	-0.13436	0.99093
109	129	10.715	-0.79043	0.61256
109	106	20.942	-0.16552	-0.98621
