1	0	0	0.5
2	0.5	0.86603	0.5
3	1	0	0.5
4	1	1.7321	0.5
5	1.5	0.86603	0.5
6	1.5	2.5981	0.5
7	2	0	0.5
8	2	1.7321	0.5
9	2	3.4641	0.5
10	2.5	0.86603	0.5
11	2.5	2.5981	0.5
12	2.5	4.3301	0.5
13	3	0	0.5
14	3	1.7321	0.5
15	3	3.4641	0.5
16	3	5.1962	0.5
17	3.5	0.86603	0.5
18	3.5	2.5981	0.5
19	3.5	4.3301	0.5
20	3.5	6.0622	0.5
21	4	0	0.5
22	4	1.7321	0.5
23	4	3.4641	0.5
24	4	5.1962	0.5
25	4	6.9282	0.5
26	4.5	0.86603	0.5
27	4.5	2.5981	0.5
28	4.5	4.3301	0.5
29	4.5	6.0622	0.5
30	4.5	7.7942	0.5
31	5	0	0.5
32	5	1.7321	0.5
33	5	3.4641	0.5
34	5	5.1962	0.5
35	5	6.9282	0.5
36	5	8.6603	0.5
37	5.5	0.86603	0.5
38	5.5	2.5981	0.5
39	5.5	4.3301	0.5
40	5.5	6.0622	0.5
41	5.5	7.7942	0.5
42	5.5	9.5263	0.5
43	6	0	0.5
44	6	1.7321	0.5
45	6	3.4641	0.5
46	6	5.1962	0.5
47	6	6.9282	0.5
48	6	8.6603	0.5
49	6	10.392	0.5
50	6.5	0.86603	0.5
51	6.5	2.5981	0.5
52	6.5	4.3301	0.5
53	6.5	6.0622	0.5
54	6.5	7.7942	0.5
55	6.5	9.5263	0.5
56	6.5	11.258	0.5
57	7	0	0.5
58	7	1.7321	0.5
59	7	3.4641	0.5
60	7	5.1962	0.5
61	7	6.9282	0.5
62	7	8.6603	0.5
63	7	10.392	0.5
64	7	12.124	0.5
65	7.5	0.86603	0.5
66	7.5	2.5981	0.5
67	7.5	4.3301	0.5
68	7.5	6.0622	0.5
69	7.5	7.7942	0.5
70	7.5	9.5263	0.5
71	7.5	11.258	0.5
72	7.5	12.99	0.5
73	8	0	0.5
74	8	1.7321	0.5
75	8	3.4641	0.5
76	8	5.1962	0.5
77	8	6.9282	0.5
78	8	8.6603	0.5
79	8	10.392	0.5
80	8	12.124	0.5
81	8	13.856	0.5
82	8.5	0.86603	0.5
83	8.5	2.5981	0.5
84	8.5	4.3301	0.5
85	8.5	6.0622	0.5
86	8.5	7.7942	0.5
87	8.5	9.5263	0.5
88	8.5	11.258	0.5
89	8.5	12.99	0.5
90	8.5	14.722	0.5
91	9	0	0.5
92	9	1.7321	0.5
93	9	3.4641	0.5
94	9	5.1962	0.5
95	9	6.9282	0.5
96	9	8.6603	0.5
97	9	10.392	0.5
98	9	12.124	0.5
99	9	13.856	0.5
100	9	15.588	0.5
101	9.5	0.86603	0.5
102	9.5	2.5981	0.5
103	9.5	4.3301	0.5
104	9.5	6.0622	0.5
105	9.5	7.7942	0.5
106	9.5	9.5263	0.5
107	9.5	11.258	0.5
108	9.5	12.99	0.5
109	9.5	14.722	0.5
110	9.5	16.454	0.5
111	10	0	0.5
112	10	1.7321	0.5
113	10	3.4641	0.5
114	10	5.1962	0.5
115	10	6.9282	0.5
116	10	8.6603	0.5
117	10	10.392	0.5
118	10	12.124	0.5
119	10	13.856	0.5
120	10	15.588	0.5
121	10	17.321	0.5
122	10.5	0.86603	0.5
123	10.5	2.5981	0.5
124	10.5	4.3301	0.5
125	10.5	6.0622	0.5
126	10.5	7.7942	0.5
127	10.5	9.5263	0.5
128	10.5	11.258	0.5
129	10.5	12.99	0.5
130	10.5	14.722	0.5
131	10.5	16.454	0.5
132	11	0	0.5
133	11	1.7321	0.5
134	11	3.4641	0.5
135	11	5.1962	0.5
136	11	6.9282	0.5
137	11	8.6603	0.5
138	11	10.392	0.5
139	11	12.124	0.5
140	11	13.856	0.5
141	11	15.588	0.5
142	11	17.321	0.5
143	11.5	0.86603	0.5
144	11.5	2.5981	0.5
145	11.5	4.3301	0.5
146	11.5	6.0622	0.5
147	11.5	7.7942	0.5
148	11.5	9.5263	0.5
149	11.5	11.258	0.5
150	11.5	12.99	0.5
151	11.5	14.722	0.5
152	11.5	16.454	0.5
153	12	0	0.5
154	12	1.7321	0.5
155	12	3.4641	0.5
156	12	5.1962	0.5
157	12	6.9282	0.5
158	12	8.6603	0.5
159	12	10.392	0.5
160	12	12.124	0.5
161	12	13.856	0.5
162	12	15.588	0.5
163	12	17.321	0.5
164	12.5	0.86603	0.5
165	12.5	2.5981	0.5
166	12.5	4.3301	0.5
167	12.5	6.0622	0.5
168	12.5	7.7942	0.5
169	12.5	9.5263	0.5
170	12.5	11.258	0.5
171	12.5	12.99	0.5
172	12.5	14.722	0.5
173	12.5	16.454	0.5
174	13	0	0.5
175	13	1.7321	0.5
176	13	3.4641	0.5
177	13	5.1962	0.5
178	13	6.9282	0.5
179	13	8.6603	0.5
180	13	10.392	0.5
181	13	12.124	0.5
182	13	13.856	0.5
183	13	15.588	0.5
184	13	17.321	0.5
185	13.5	0.86603	0.5
186	13.5	2.5981	0.5
187	13.5	4.3301	0.5
188	13.5	6.0622	0.5
189	13.5	7.7942	0.5
190	13.5	9.5263	0.5
191	13.5	11.258	0.5
192	13.5	12.99	0.5
193	13.5	14.722	0.5
194	13.5	16.454	0.5
195	14	0	0.5
196	14	1.7321	0.5
197	14	3.4641	0.5
198	14	5.1962	0.5
199	14	6.9282	0.5
200	14	8.6603	0.5
201	14	10.392	0.5
202	14	12.124	0.5
203	14	13.856	0.5
204	14	15.588	0.5
205	14	17.321	0.5
206	14.5	0.86603	0.5
207	14.5	2.5981	0.5
208	14.5	4.3301	0.5
209	14.5	6.0622	0.5
210	14.5	7.7942	0.5
211	14.5	9.5263	0.5
212	14.5	11.258	0.5
213	14.5	12.99	0.5
214	14.5	14.722	0.5
215	14.5	16.454	0.5
216	15	0	0.5
217	15	1.7321	0.5
218	15	3.4641	0.5
219	15	5.1962	0.5
220	15	6.9282	0.5
221	15	8.6603	0.5
222	15	10.392	0.5
223	15	12.124	0.5
224	15	13.856	0.5
225	15	15.588	0.5
226	15	17.321	0.5
227	15.5	0.86603	0.5
228	15.5	2.5981	0.5
229	15.5	4.3301	0.5
230	15.5	6.0622	0.5
231	15.5	7.7942	0.5
232	15.5	9.5263	0.5
233	15.5	11.258	0.5
234	15.5	12.99	0.5
235	15.5	14.722	0.5
236	15.5	16.454	0.5
237	16	0	0.5
238	16	1.7321	0.5
239	16	3.4641	0.5
240	16	5.1962	0.5
241	16	6.9282	0.5
242	16	8.6603	0.5
243	16	10.392	0.5
244	16	12.124	0.5
245	16	13.856	0.5
246	16	15.588	0.5
247	16	17.321	0.5
248	16.5	0.86603	0.5
249	16.5	2.5981	0.5
250	16.5	4.3301	0.5
251	16.5	6.0622	0.5
252	16.5	7.7942	0.5
253	16.5	9.5263	0.5
254	16.5	11.258	0.5
255	16.5	12.99	0.5
256	16.5	14.722	0.5
257	16.5	16.454	0.5
258	17	0	0.5
259	17	1.7321	0.5
260	17	3.4641	0.5
261	17	5.1962	0.5
262	17	6.9282	0.5
263	17	8.6603	0.5
264	17	10.392	0.5
265	17	12.124	0.5
266	17	13.856	0.5
267	17	15.588	0.5
268	17	17.321	0.5
269	17.5	0.86603	0.5
270	17.5	2.5981	0.5
271	17.5	4.3301	0.5
272	17.5	6.0622	0.5
273	17.5	7.7942	0.5
274	17.5	9.5263	0.5
275	17.5	11.258	0.5
276	17.5	12.99	0.5
277	17.5	14.722	0.5
278	17.5	16.454	0.5
279	18	0	0.5
280	18	1.7321	0.5
281	18	3.4641	0.5
282	18	5.1962	0.5
283	18	6.9282	0.5
284	18	8.6603	0.5
285	18	10.392	0.5
286	18	12.124	0.5
287	18	13.856	0.5
288	18	15.588	0.5
289	18	17.321	0.5
290	18.5	0.86603	0.5
291	18.5	2.5981	0.5
292	18.5	4.3301	0.5
293	18.5	6.0622	0.5
294	18.5	7.7942	0.5
295	18.5	9.5263	0.5
296	18.5	11.258	0.5
297	18.5	12.99	0.5
298	18.5	14.722	0.5
299	18.5	16.454	0.5
300	19	0	0.5
301	19	1.7321	0.5
302	19	3.4641	0.5
303	19	5.1962	0.5
304	19	6.9282	0.5
305	19	8.6603	0.5
306	19	10.392	0.5
307	19	12.124	0.5
308	19	13.856	0.5
309	19	15.588	0.5
310	19	17.321	0.5
