1	3	8.3504e-16	-2.8854e-14
2	4	-2.5487e-14	-4.1674e-14
2	9	-1.4276e-14	1.8151e-14
3	1	-8.3504e-16	2.8854e-14
4	2	2.5487e-14	4.1674e-14
4	5	2.2847e-14	-2.7327e-14
4	8	-1.3004e-14	-4.1785e-14
4	14	-1.3703e-14	2.2852e-14
4	25	-1.9428e-14	1.3294e-16
5	4	-2.2847e-14	2.7327e-14
5	6	-1.1846e-14	-2.693e-14
6	5	1.1846e-14	2.693e-14
6	7	-5.3257e-16	-1.0534e-14
6	8	-2.3057e-14	2.1992e-14
6	10	-3.2057e-14	-1.2777e-14
7	6	5.3257e-16	1.0534e-14
7	10	-2.2728e-14	1.1841e-14
7	11	-9.7904e-16	-8.2689e-15
8	4	1.3004e-14	4.1785e-14
8	6	2.3057e-14	-2.1992e-14
8	10	-8.3526e-15	-2.4228e-14
8	27	-2.1926e-14	1.5003e-16
9	2	1.4276e-14	-1.8151e-14
9	14	-1.9291e-14	-2.4092e-14
10	6	3.2057e-14	1.2777e-14
10	7	2.2728e-14	-1.1841e-14
10	8	8.3526e-15	2.4228e-14
10	16	1.4763e-16	-1.9706e-14
10	26	-3.8886e-14	-2.8372e-14
10	27	-1.9198e-14	2.712e-14
11	7	9.7904e-16	8.2689e-15
11	16	-2.2382e-14	8.2958e-15
12	15	-1.5855e-14	4.0053e-14
12	18	2.5299e-17	-3.9598e-14
13	17	-1.5354e-16	9.0391e-15
13	21	-3.9635e-14	1.7885e-14
13	22	-5.2045e-15	-1.0696e-14
14	4	1.3703e-14	-2.2852e-14
14	9	1.9291e-14	2.4092e-14
14	23	-3.0886e-15	5.16e-15
14	24	-3.0127e-14	-3.3151e-15
15	12	1.5855e-14	-4.0053e-14
16	10	-1.4763e-16	1.9706e-14
16	11	2.2382e-14	-8.2958e-15
16	19	1.0292e-15	-2.2366e-14
16	26	-1.8193e-14	5.9817e-15
17	13	1.5354e-16	-9.0391e-15
17	20	-1.9809e-14	3.653e-15
18	12	-2.5299e-17	3.9598e-14
18	20	-3.2281e-15	-3.0838e-14
19	16	-1.0292e-15	2.2366e-14
19	29	-4.0217e-15	-5.2105e-15
19	32	-2.7429e-14	3.6904e-15
20	17	1.9809e-14	-3.653e-15
20	18	3.2281e-15	3.0838e-14
20	21	1.9631e-15	-7.4239e-15
20	28	-1.6219e-14	-2.3654e-14
21	13	3.9635e-14	-1.7885e-14
21	20	-1.9631e-15	7.4239e-15
21	28	-5.634e-14	9.7447e-15
22	13	5.2045e-15	1.0696e-14
22	34	-1.4398e-14	9.2793e-15
23	14	3.0886e-15	-5.16e-15
23	24	-3.2613e-15	-9.8355e-15
24	14	3.0127e-14	3.3151e-15
24	23	3.2613e-15	9.8355e-15
24	25	1.8396e-14	-4.0785e-14
24	35	-4.0602e-14	1.8664e-14
25	4	1.9428e-14	-1.3294e-16
25	24	-1.8396e-14	4.0785e-14
25	27	-9.7048e-15	-3.1184e-14
26	10	3.8886e-14	2.8372e-14
26	16	1.8193e-14	-5.9817e-15
26	31	-5.7235e-14	-2.3248e-14
27	8	2.1926e-14	-1.5003e-16
27	10	1.9198e-14	-2.712e-14
27	25	9.7048e-15	3.1184e-14
27	40	-5.2265e-14	9.3356e-16
28	20	1.6219e-14	2.3654e-14
28	21	5.634e-14	-9.7447e-15
28	34	6.4359e-15	-2.5856e-14
28	36	-3.9328e-14	3.3272e-14
29	19	4.0217e-15	5.2105e-15
29	30	7.8593e-15	-3.4077e-14
29	32	-1.1031e-14	2.6846e-14
30	29	-7.8593e-15	3.4077e-14
30	45	-4.8525e-14	-7.053e-15
31	26	5.7235e-14	2.3248e-14
31	32	3.9673e-14	-3.0885e-14
31	41	-1.6734e-16	1.118e-14
31	47	-3.1453e-14	-2.5843e-14
31	51	-7.7094e-14	2.2485e-14
32	19	2.7429e-14	-3.6904e-15
32	29	1.1031e-14	-2.6846e-14
32	31	-3.9673e-14	3.0885e-14
34	22	1.4398e-14	-9.2793e-15
34	28	-6.4359e-15	2.5856e-14
35	24	4.0602e-14	-1.8664e-14
35	42	-3.6478e-14	2.9105e-16
36	28	3.9328e-14	-3.3272e-14
37	38	4.6599e-15	-6.4166e-15
37	39	2.388e-15	5.3605e-15
38	37	-4.6599e-15	6.4166e-15
39	37	-2.388e-15	-5.3605e-15
40	27	5.2265e-14	-9.3356e-16
40	41	-5.0245e-15	-1.2738e-14
40	44	-4.8793e-14	9.3616e-15
41	31	1.6734e-16	-1.118e-14
41	40	5.0245e-15	1.2738e-14
41	50	-3.0838e-15	2.3538e-16
42	35	3.6478e-14	-2.9105e-16
42	43	-1.3886e-14	-2.4398e-14
43	42	1.3886e-14	2.4398e-14
43	44	2.8174e-14	-3.6256e-14
43	61	-1.3413e-15	-2.5201e-15
44	40	4.8793e-14	-9.3616e-15
44	43	-2.8174e-14	3.6256e-14
44	50	-1.4643e-14	-2.7511e-14
45	30	4.8525e-14	7.053e-15
45	46	2.2305e-14	-4.398e-14
