	-2.71593e-014	-4.21563e-015
	-2.71593e-014	-4.21563e-015
	-2.71593e-014	-4.21563e-015
	-6.5715e-013	-4.07427e-013
	-6.59522e-013	-4.12056e-013
	-6.33741e-013	-4.28261e-013
	-6.33741e-013	-4.28261e-013
	-1.22573e-014	-1.90073e-015
	-8.68871e-015	-6.39173e-015
	-1.22573e-014	-1.90073e-015
	nan	nan
	-6.3137e-013	-4.23632e-013
	-6.6775e-015	6.3665e-016
	-6.6775e-015	6.3665e-016
	-6.26628e-013	-4.14375e-013
	-6.26629e-013	-4.14375e-013
	-6.28999e-013	-4.19003e-013
	-6.25201e-015	-5.51244e-015
	-7.70089e-015	-1.99057e-016
	-7.70089e-015	-1.99057e-016
	-6.00676e-013	-3.89348e-013
	-5.96527e-013	-3.70537e-013
	-5.90463e-013	-3.60726e-013
	-6.2663e-013	-4.14376e-013
	6.6775e-015	-6.3665e-016
	-4.62219e-013	5.10648e-014
	-4.41175e-013	8.6561e-014
	-5.54817e-013	-2.86796e-013
	-5.55793e-013	-2.85866e-013
	-4.53164e-013	3.17875e-014
	-6.43215e-013	-4.17037e-013
	-5.53548e-013	-2.51198e-013
	-5.21944e-013	-2.06239e-013
	-5.0493e-013	-1.51545e-013
	-5.07057e-013	-1.45904e-013
	-4.4863e-013	1.55272e-014
	-4.80313e-015	-1.08258e-014
	-6.2663e-013	-4.14376e-013
	1.87638e-014	4.23079e-015
	2.02126e-014	-1.0826e-015
	1.26323e-014	7.92602e-015
	1.35982e-014	4.38376e-015
	-6.06718e-013	-4.08311e-013
	-6.04826e-013	-4.08158e-013
	1.31153e-014	6.15489e-015
	-7.70089e-015	-1.99057e-016
	-5.90306e-013	-4.56551e-013
	-6.04372e-013	-4.20061e-013
	-6.07774e-013	-4.18342e-013
	-4.73267e-013	-1.13427e-013
	-5.75862e-013	-3.86988e-013
	-5.65822e-013	-3.86961e-013
	-6.09894e-013	-4.12544e-013
	-6.0861e-013	-4.08464e-013
	-4.31641e-013	1.08823e-013
	-5.80157e-013	-4.64862e-013
	-6.11178e-013	-4.16624e-013
	-5.80157e-013	-4.64862e-013
	-5.79931e-013	-4.58823e-013
	-5.78259e-013	-4.65859e-013
	-4.49091e-013	1.22548e-014
	-5.94544e-013	-4.16508e-013
	-5.82432e-013	-4.1587e-013
	-5.77634e-013	-4.10781e-013
	-5.57697e-013	-3.77934e-013
	-5.48754e-013	-2.76986e-013
	-5.5076e-013	-3.55559e-013
	-5.71728e-013	-3.65956e-013
	-4.44216e-013	3.37931e-014
	-4.26341e-013	8.14501e-014
	-4.77273e-013	-1.52182e-013
	-4.53268e-013	-1.14055e-013
	-6.11345e-013	-4.19508e-013
	2.02126e-014	-1.0826e-015
	-5.73445e-013	-4.01766e-013
	-5.2603e-013	-2.6968e-013
	-5.37048e-013	-2.55739e-013
	-5.42915e-013	-4.09496e-013
	-5.38436e-013	-4.07638e-013
	-4.62739e-013	-1.87923e-014
	-4.51453e-013	5.91496e-015
	-4.60465e-013	-2.70336e-014
	-5.48947e-013	-4.77917e-013
	-5.48947e-013	-4.77917e-013
	-5.39993e-013	-4.77822e-013
	-5.48947e-013	-4.77917e-013
	-5.20015e-013	-4.94889e-013
	-5.8501e-013	-3.52999e-013
	-5.82597e-013	-3.03487e-013
	-5.71455e-013	-4.60098e-013
	-5.58054e-013	-4.46261e-013
	-5.37179e-013	-4.29809e-013
	-5.39156e-013	-3.28163e-013
	-5.46986e-013	-3.0748e-013
	-4.1377e-013	9.55542e-014
	-5.40079e-013	-4.15804e-013
	-5.0895e-013	-2.73812e-013
	-5.29141e-013	-4.78724e-013
	-5.02591e-013	-4.47594e-013
	-5.07481e-013	-4.50042e-013
	-5.05245e-013	-4.11659e-013
	-5.16266e-013	-4.15449e-013
	-5.07794e-013	-3.6231e-013
	-4.77638e-013	-2.57414e-013
	-4.63101e-013	-2.55362e-013
	-5.0562e-013	-4.44601e-013
	-5.05175e-013	-4.47761e-013
	-4.56063e-013	-2.23375e-013
	-4.52545e-013	-2.07382e-013
	-4.54808e-013	-2.0433e-013
	-4.49127e-013	-1.96282e-013
	-4.35239e-013	-1.6126e-013
	-4.27351e-013	-1.59971e-013
	-4.40674e-013	-1.72771e-013
	-4.27616e-013	-1.67283e-013
	-5.2427e-013	-4.87371e-013
	-4.40148e-013	-9.044e-014
	-4.39289e-013	-4.78177e-014
	-4.35651e-013	3.13155e-014
	-4.59582e-013	-2.39369e-013
	-5.14384e-013	-3.5719e-013
	-5.27351e-013	-4.11544e-013
	-4.90769e-013	-3.90915e-013
	-4.15682e-013	6.95118e-015
	-4.20575e-013	-6.01498e-015
	-4.18831e-013	-1.7614e-013
	-4.20994e-013	-1.68194e-013
	-4.10421e-013	1.68611e-014
	-5.0142e-013	-4.12598e-013
	-4.32479e-013	-2.30656e-013
	-4.30393e-013	-2.02021e-013
	-4.85855e-013	-3.72425e-013
	-4.50686e-013	-3.46635e-013
	-4.55959e-013	-2.96567e-013
	-4.64355e-013	-2.82441e-013
	-4.79068e-013	-3.63298e-013
	-4.85855e-013	-3.72425e-013
	-4.23328e-013	-3.52402e-014
	-4.55025e-013	-3.46195e-013
	-4.50395e-013	-3.15897e-013
	-4.72752e-013	-2.68315e-013
	-5.0501e-013	-4.48808e-013
	-4.00082e-013	9.009e-014
	-5.06914e-013	-4.8313e-013
	-4.25988e-013	-1.58644e-013
	-4.08311e-013	-1.5467e-013
	-4.09761e-013	-1.3974e-013
	-4.75094e-013	-2.63598e-013
	-4.56449e-013	-2.45397e-013
	-4.04187e-013	-1.47031e-013
	-3.97937e-013	-1.27969e-013
	-4.08523e-013	-1.58712e-013
	-4.24612e-013	-1.89081e-013
	-3.90398e-013	-1.19883e-013
	-3.8286e-013	-1.11797e-013
	-4.90344e-013	-4.15767e-013
	-3.80565e-013	5.44046e-014
	-5.03441e-013	-4.83012e-013
	-4.66151e-013	-3.54882e-013
	-4.45739e-013	-3.30665e-013
	-4.50106e-013	-3.36751e-013
